@relation activity_recognition_labeled

@attribute "X0" numeric
@attribute "X1" numeric
@attribute "X2" numeric
@attribute "X3" numeric
@attribute "X4" numeric
@attribute "Y0" numeric
@attribute "Y1" numeric
@attribute "Y2" numeric
@attribute "Y3" numeric
@attribute "Y4" numeric
@attribute "Z0" numeric
@attribute "Z1" numeric
@attribute "Z2" numeric
@attribute "Z3" numeric
@attribute "Z4" numeric
@attribute "XAVG" numeric
@attribute "YAVG" numeric
@attribute "ZAVG" numeric
@attribute "XSTANDDEV" numeric
@attribute "YSTANDDEV" numeric
@attribute "ZSTANDDEV" numeric
@attribute "RESULTANT" numeric
@attribute class{ "Driving", "Walking" , "Sitting" , "Standing", "Still" }

@data
0.23,0.24,0.14,0.26,0.16,0.17,0.20,0.25,0.24,0.18,0.20,0.16,0.16,0.25,0.25,0,-2.08,-0.53,10,7.09,10,11.78,Walking
0.23,0.32,0.15,0.22,0.11,0.27,0.13,0.23,0.26,0.13,0.15,0.24,0.17,0.29,0.18,0,-3.16,-0.77,9.97,7.76,9.97,12.11,Walking
0.27,0.22,0.18,0.27,0.09,0.22,0.19,0.22,0.23,0.17,0.20,0.23,0.18,0.23,0.18,0,-2.63,-1.32,10.33,7.44,10.33,12.3,Walking
0.21,0.23,0.16,0.28,0.14,0.17,0.16,0.32,0.20,0.18,0.23,0.18,0.19,0.18,0.23,0,-2.07,-1.06,9.81,7.13,9.81,11.83,Walking
0.23,0.24,0.21,0.16,0.18,0.28,0.19,0.19,0.20,0.16,0.16,0.25,0.20,0.21,0.18,0,-3.93,-1.14,9.71,8.12,9.71,12.79,Walking
0.28,0.17,0.21,0.18,0.19,0.23,0.19,0.19,0.18,0.24,0.22,0.15,0.16,0.22,0.27,0,-2.47,-0.2,10.21,8.14,10.21,12.76,Walking
0.19,0.17,0.20,0.27,0.19,0.19,0.20,0.22,0.23,0.17,0.23,0.16,0.21,0.22,0.20,0,-2.36,-1.13,9.25,7.39,9.25,11.86,Walking
0.24,0.19,0.19,0.17,0.22,0.19,0.30,0.17,0.17,0.20,0.31,0.15,0.16,0.21,0.19,0,-2.68,-2.03,10.02,7.51,10.02,12.86,Walking
0.25,0.21,0.15,0.19,0.22,0.20,0.29,0.14,0.18,0.22,0.23,0.18,0.13,0.18,0.31,0,-1.82,-0.47,10.55,7.26,10.55,13.16,Walking
0.23,0.20,0.21,0.20,0.18,0.23,0.22,0.21,0.17,0.20,0.29,0.19,0.17,0.22,0.17,0,-2.93,-1.94,9.97,7.69,9.97,12.62,Walking
0.27,0.20,0.16,0.18,0.21,0.16,0.25,0.19,0.21,0.22,0.28,0.17,0.17,0.20,0.19,0,-1.53,-1.49,10.55,7.23,10.55,12.71,Walking
0.25,0.17,0.21,0.20,0.19,0.21,0.27,0.18,0.17,0.19,0.23,0.18,0.22,0.17,0.23,0,-2.54,-0.84,10.39,7.8,10.39,12.84,Walking
0.21,0.22,0.18,0.21,0.19,0.16,0.28,0.17,0.19,0.22,0.25,0.15,0.17,0.22,0.23,0,-1.64,-0.92,9.67,6.84,9.67,12.25,Walking
0.26,0.21,0.16,0.24,0.17,0.17,0.29,0.21,0.17,0.19,0.22,0.19,0.17,0.22,0.22,0,-1.86,-0.92,10.37,7.22,10.37,12.55,Walking
0.23,0.24,0.19,0.18,0.17,0.18,0.18,0.24,0.24,0.19,0.11,0.27,0.24,0.24,0.16,0,-1.64,-0.52,9.7,6.9,9.7,11.2,Walking
0.21,0.28,0.22,0.19,0.13,0.17,0.27,0.16,0.22,0.21,0.20,0.26,0.21,0.16,0.20,0,-1.91,-1.07,9.4,6.9,9.4,11.38,Walking
0.23,0.17,0.21,0.28,0.13,0.23,0.25,0.18,0.19,0.17,0.17,0.22,0.23,0.19,0.21,0,-2.67,-0.95,9.71,7.49,9.71,12.04,Walking
0.22,0.18,0.26,0.21,0.16,0.18,0.28,0.23,0.16,0.18,0.24,0.18,0.22,0.21,0.18,0,-2.4,-1.61,9.6,7.31,9.6,11.79,Walking
0.26,0.23,0.25,0.13,0.16,0.15,0.27,0.28,0.13,0.20,0.17,0.23,0.24,0.21,0.17,0,-1.82,-1.25,10.09,6.71,10.09,11.76,Walking
0.20,0.29,0.17,0.09,0.11,0.25,0.16,0.18,0.13,0.14,0.17,0.15,0.20,0.16,0.18,0,-2.97,-0.74,10.12,8.63,10.12,11.15,Walking
0.84,0.09,0.09,0.00,0.00,0.11,0.11,0.11,0.28,0.19,0.15,0.23,0.25,0.17,0.14,0,10.03,-0.2,3.91,5.36,3.91,11.41,Walking
0.80,0.12,0.09,0.01,0.00,0.08,0.11,0.12,0.34,0.18,0.14,0.25,0.27,0.17,0.10,0,9.93,-0.38,3.26,5,3.26,11.07,Walking
0.75,0.14,0.12,0.00,0.00,0.06,0.13,0.15,0.26,0.24,0.19,0.14,0.34,0.16,0.10,0,10,-0.23,3.2,5.13,3.2,11.14,Walking
0.64,0.25,0.12,0.01,0.00,0.08,0.15,0.13,0.24,0.22,0.19,0.21,0.25,0.18,0.10,0,9.98,-0.23,3.36,5.28,3.36,11.31,Walking
0.48,0.36,0.17,0.02,0.00,0.06,0.10,0.18,0.29,0.20,0.18,0.22,0.25,0.18,0.10,0,10.09,-0.3,3.03,4.98,3.03,11.14,Walking
0.36,0.41,0.21,0.03,0.00,0.03,0.10,0.18,0.32,0.24,0.14,0.26,0.29,0.14,0.12,0,9.96,-0.43,3.16,4.62,3.16,10.98,Walking
0.46,0.37,0.15,0.05,0.00,0.03,0.17,0.15,0.26,0.24,0.17,0.24,0.27,0.16,0.11,0,9.91,-0.6,3.23,5.04,3.23,10.99,Walking
0.36,0.45,0.12,0.08,0.00,0.04,0.15,0.17,0.23,0.26,0.20,0.20,0.25,0.17,0.13,0,9.97,-0.45,3.44,4.99,3.44,11.19,Walking
0.33,0.44,0.16,0.10,0.00,0.02,0.16,0.15,0.29,0.20,0.21,0.21,0.22,0.17,0.13,0,9.95,-0.43,3.68,4.93,3.68,11.27,Walking
0.23,0.43,0.24,0.11,0.00,0.04,0.15,0.15,0.31,0.14,0.17,0.20,0.29,0.18,0.10,0,9.81,-0.42,4.12,5.03,4.12,11.23,Walking
0.22,0.40,0.26,0.14,0.01,0.03,0.17,0.12,0.30,0.24,0.20,0.20,0.23,0.21,0.09,0,9.85,-0.35,4.53,4.82,4.53,11.43,Walking
0.10,0.17,0.31,0.31,0.07,0.15,0.15,0.22,0.31,0.09,0.20,0.17,0.27,0.24,0.04,0,7.59,-0.48,8.05,4.78,8.05,11.6,Walking
0.04,0.12,0.27,0.30,0.15,0.24,0.17,0.38,0.16,0.03,0.19,0.23,0.19,0.21,0.14,0,5.37,-0.47,9.96,4.29,9.96,11.62,Walking
0.03,0.15,0.27,0.27,0.12,0.28,0.21,0.27,0.19,0.03,0.28,0.20,0.15,0.22,0.08,0,5,-0.91,10.22,4.67,10.22,11.76,Walking
0.01,0.15,0.22,0.33,0.14,0.23,0.19,0.28,0.20,0.07,0.22,0.22,0.15,0.25,0.09,0,5.58,-0.64,10.63,4.62,10.63,12.37,Walking
0.02,0.15,0.25,0.29,0.14,0.24,0.30,0.25,0.14,0.02,0.20,0.22,0.22,0.16,0.11,0,5.05,-0.52,10.31,4.51,10.31,11.83,Walking
0.01,0.16,0.24,0.29,0.18,0.23,0.33,0.24,0.15,0.03,0.26,0.17,0.15,0.24,0.13,0,4.8,-0.61,10.45,4.01,10.45,11.7,Walking
0.03,0.11,0.23,0.30,0.18,0.24,0.31,0.25,0.17,0.03,0.23,0.19,0.16,0.22,0.09,0,4.7,-0.34,10.72,3.75,10.72,11.81,Walking
0.03,0.15,0.20,0.29,0.18,0.31,0.21,0.26,0.13,0.05,0.19,0.18,0.13,0.30,0.11,0,4.81,-0.24,10.61,4.41,10.61,12.07,Walking
0.02,0.13,0.25,0.26,0.18,0.29,0.26,0.24,0.16,0.03,0.25,0.18,0.18,0.19,0.11,0,4.58,-0.39,10.91,4.34,10.91,12.16,Walking
0.02,0.12,0.23,0.31,0.17,0.30,0.31,0.21,0.13,0.02,0.26,0.19,0.10,0.25,0.10,0,4.46,-0.08,10.71,4.41,10.71,12.19,Walking
0.01,0.16,0.21,0.28,0.17,0.32,0.28,0.22,0.13,0.04,0.28,0.16,0.09,0.25,0.10,0,4.34,-0.37,11.05,4.28,11.05,12.17,Walking
0.01,0.12,0.25,0.29,0.16,0.33,0.26,0.21,0.16,0.02,0.21,0.19,0.11,0.28,0.12,0,4.45,-0.11,11.14,4.13,11.14,12.1,Walking
0.01,0.14,0.23,0.27,0.19,0.34,0.27,0.23,0.12,0.03,0.23,0.23,0.12,0.24,0.07,0,4.15,-0.43,10.83,4.02,10.83,11.77,Walking
0.03,0.13,0.22,0.25,0.19,0.33,0.25,0.23,0.15,0.02,0.21,0.17,0.21,0.20,0.08,0,4.16,-0.08,11.16,4.39,11.16,12.22,Walking
0.01,0.14,0.22,0.28,0.17,0.34,0.25,0.22,0.14,0.02,0.24,0.26,0.12,0.18,0.10,0,4.22,-0.6,11.07,4.23,11.07,12.12,Walking
0.02,0.11,0.26,0.27,0.16,0.37,0.26,0.17,0.13,0.04,0.21,0.20,0.15,0.24,0.07,0,4.12,-0.22,10.94,4.24,10.94,11.98,Walking
0.01,0.13,0.20,0.33,0.21,0.40,0.23,0.22,0.11,0.02,0.13,0.19,0.23,0.27,0.11,0,4.01,-0.22,10.94,4.21,10.94,11.78,Walking
0.01,0.12,0.16,0.43,0.19,0.30,0.23,0.27,0.15,0.03,0.13,0.20,0.19,0.25,0.12,0,4.01,0.11,10.15,3.3,10.15,10.75,Walking
0.23,0.16,0.17,0.25,0.22,0.13,0.21,0.23,0.21,0.22,0.20,0.24,0.18,0.20,0.19,0,-0.72,-0.84,10.21,8.02,10.21,12.46,Walking
0.17,0.18,0.24,0.19,0.24,0.17,0.31,0.15,0.21,0.18,0.22,0.18,0.22,0.22,0.19,0,-2.59,-0.65,9.06,7.22,9.06,11.81,Walking
0.18,0.19,0.21,0.23,0.21,0.20,0.25,0.23,0.16,0.17,0.21,0.19,0.12,0.28,0.22,0,-2.74,-0.24,9.32,7.27,9.32,12.17,Walking
0.16,0.21,0.19,0.26,0.21,0.25,0.16,0.16,0.28,0.18,0.21,0.16,0.22,0.31,0.14,0,-2.43,-0.66,9.13,8.6,9.13,12.54,Walking
0.24,0.16,0.20,0.21,0.21,0.24,0.24,0.15,0.13,0.26,0.20,0.20,0.17,0.23,0.21,0,-2.7,-0.66,10.25,8.49,10.25,13.64,Walking
0.18,0.16,0.21,0.21,0.26,0.18,0.24,0.20,0.19,0.21,0.22,0.15,0.26,0.15,0.25,0,-2.61,-0.41,9.32,7.9,9.32,12.46,Walking
0.21,0.16,0.19,0.27,0.18,0.22,0.24,0.14,0.16,0.25,0.21,0.18,0.17,0.25,0.22,0,-2.48,-0.51,9.76,8.32,9.76,13.04,Walking
0.19,0.20,0.19,0.25,0.21,0.20,0.24,0.15,0.23,0.20,0.24,0.18,0.15,0.24,0.22,0,-2.57,-0.54,9.65,7.81,9.65,12.9,Walking
0.20,0.15,0.28,0.15,0.25,0.23,0.26,0.09,0.17,0.27,0.25,0.18,0.19,0.17,0.22,0,-2.43,-1,9.79,8.37,9.79,13.66,Walking
0.15,0.20,0.23,0.19,0.26,0.18,0.28,0.10,0.19,0.26,0.19,0.19,0.24,0.16,0.23,0,-2.13,-0.45,9.38,7.88,9.38,12.85,Walking
0.20,0.16,0.25,0.18,0.24,0.16,0.25,0.14,0.17,0.30,0.20,0.16,0.22,0.18,0.24,0,-1.18,-0.13,9.75,7.68,9.75,13.09,Walking
0.16,0.22,0.26,0.16,0.23,0.21,0.22,0.13,0.20,0.27,0.23,0.16,0.20,0.22,0.20,0,-1.69,-0.73,9.44,7.71,9.44,12.85,Walking
0.22,0.17,0.25,0.18,0.21,0.28,0.23,0.14,0.13,0.23,0.23,0.24,0.19,0.17,0.20,0,-3.26,-1.23,9.94,8.11,9.94,13.57,Walking
0.22,0.12,0.21,0.24,0.23,0.27,0.20,0.12,0.14,0.28,0.23,0.18,0.22,0.19,0.22,0,-2.41,-0.98,10.48,8.91,10.48,14.3,Walking
0.17,0.19,0.25,0.15,0.26,0.21,0.27,0.14,0.19,0.22,0.22,0.16,0.22,0.18,0.24,0,-2.6,-0.62,10.17,7.88,10.17,13.7,Walking
0.21,0.19,0.24,0.19,0.19,0.31,0.23,0.06,0.19,0.25,0.24,0.20,0.19,0.18,0.21,0,-3.11,-1.11,10.66,8.6,10.66,14.64,Walking
0.20,0.21,0.28,0.15,0.17,0.28,0.21,0.09,0.19,0.24,0.27,0.17,0.23,0.14,0.21,0,-3.15,-1.2,10.31,8.76,10.31,14.18,Walking
0.23,0.16,0.22,0.15,0.24,0.19,0.28,0.20,0.16,0.21,0.19,0.16,0.29,0.16,0.23,0,-2.64,-0.41,10.83,7.55,10.83,13.62,Walking
0.21,0.27,0.14,0.15,0.25,0.12,0.22,0.28,0.20,0.21,0.22,0.24,0.22,0.15,0.20,0,-1.39,-1.27,10.34,6.93,10.34,12.9,Walking
0.19,0.28,0.14,0.16,0.24,0.14,0.19,0.29,0.22,0.20,0.25,0.18,0.21,0.20,0.18,0,-1.48,-1.16,10.19,7.03,10.19,12.62,Walking
0.21,0.28,0.13,0.27,0.13,0.17,0.10,0.37,0.22,0.17,0.14,0.28,0.22,0.17,0.22,0,-2,-0.45,9.95,6.98,9.95,11.78,Walking
0.24,0.24,0.13,0.28,0.14,0.20,0.11,0.33,0.24,0.15,0.13,0.28,0.18,0.25,0.19,0,-2.69,-0.31,10.2,7.54,10.2,12.01,Walking
0.22,0.24,0.18,0.14,0.24,0.19,0.13,0.28,0.28,0.15,0.24,0.18,0.17,0.26,0.19,0,-2.03,-0.85,10.49,6.85,10.49,12.53,Walking
0.22,0.29,0.15,0.23,0.14,0.18,0.11,0.34,0.27,0.13,0.16,0.25,0.25,0.17,0.19,0,-2.1,-0.69,10.08,6.81,10.08,11.61,Walking
0.27,0.19,0.20,0.23,0.13,0.19,0.08,0.36,0.28,0.12,0.14,0.29,0.19,0.24,0.17,0,-2.61,-0.96,10.37,7.49,10.37,12.05,Walking
0.23,0.23,0.13,0.29,0.16,0.18,0.13,0.32,0.32,0.08,0.13,0.29,0.19,0.23,0.20,0,-2.62,-0.78,10.02,6.48,10.02,11.46,Walking
0.19,0.31,0.16,0.17,0.08,0.18,0.06,0.36,0.21,0.10,0.06,0.25,0.22,0.22,0.17,0,-2.25,0.23,10.18,6.36,10.18,10.05,Walking
0.36,0.28,0.18,0.13,0.06,0.19,0.15,0.27,0.18,0.21,0.24,0.21,0.23,0.15,0.19,0,2.02,0.25,8.44,7.82,8.44,10.27,Walking
0.08,0.19,0.24,0.20,0.27,0.17,0.23,0.20,0.17,0.23,0.22,0.23,0.18,0.20,0.18,0,2.76,0.1,8.54,7.25,8.54,10.05,Walking
0.35,0.21,0.20,0.22,0.05,0.25,0.23,0.18,0.21,0.13,0.24,0.17,0.17,0.22,0.24,0,0.74,0.49,9.07,8.8,9.07,10.95,Walking
0.00,0.11,0.16,0.26,0.38,0.18,0.19,0.16,0.23,0.19,0.11,0.18,0.24,0.23,0.19,0,1.96,0.63,9.35,6.91,9.35,9.03,Walking
0.28,0.29,0.21,0.17,0.07,0.18,0.20,0.27,0.22,0.15,0.14,0.18,0.24,0.27,0.18,0,9,1.23,5.67,4.72,5.67,11.12,Walking
0.18,0.19,0.18,0.22,0.25,0.22,0.20,0.18,0.17,0.25,0.24,0.21,0.21,0.17,0.20,0,9.13,0.81,4.8,5.62,4.8,11.06,Walking
0.19,0.17,0.24,0.21,0.21,0.21,0.20,0.18,0.24,0.19,0.22,0.22,0.19,0.18,0.20,0,9.23,0.78,4.82,5.32,4.82,11.25,Walking
0.09,0.08,0.11,0.13,0.22,0.13,0.15,0.10,0.11,0.15,0.14,0.12,0.10,0.11,0.16,0,5.58,0.78,4.31,6.51,4.31,7.15,Walking
0.37,0.23,0.20,0.20,0.02,0.21,0.13,0.28,0.24,0.15,0.26,0.17,0.15,0.21,0.20,0,0.86,0.32,9.51,7.41,9.51,10.42,Walking
0.11,0.23,0.23,0.18,0.24,0.29,0.19,0.24,0.16,0.15,0.25,0.23,0.16,0.17,0.19,0,-1.34,0.07,8.81,7.05,8.81,9.54,Walking
0.00,0.11,0.17,0.27,0.42,0.08,0.25,0.12,0.17,0.38,0.13,0.22,0.25,0.20,0.20,0,3.68,0.56,10.27,6.11,10.27,10.44,Walking
0.25,0.15,0.15,0.08,0.03,0.16,0.15,0.11,0.15,0.08,0.09,0.12,0.16,0.15,0.14,0,0.39,0.3,8.97,6.93,8.97,5.97,Walking
0.30,0.22,0.17,0.13,0.19,0.23,0.22,0.23,0.19,0.16,0.19,0.17,0.23,0.22,0.21,0,8.15,1.59,4.67,5.01,4.67,10.5,Walking
0.23,0.26,0.19,0.15,0.20,0.13,0.17,0.23,0.26,0.22,0.16,0.24,0.23,0.25,0.14,0,9.47,1.13,4.31,4.93,4.31,11.13,Walking
0.20,0.21,0.25,0.21,0.15,0.15,0.22,0.24,0.20,0.20,0.22,0.24,0.23,0.21,0.12,0,9.24,0.86,3.26,5.02,3.26,10.58,Walking
0.15,0.21,0.28,0.23,0.14,0.10,0.24,0.23,0.21,0.23,0.21,0.25,0.22,0.19,0.15,0,9.54,0.82,3.08,4.82,3.08,10.63,Walking
0.17,0.12,0.14,0.25,0.35,0.28,0.20,0.15,0.19,0.21,0.26,0.15,0.17,0.16,0.28,0,8.18,1.59,3.85,5.96,3.85,10.91,Walking
0.01,0.03,0.03,0.09,0.03,0.17,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.17,0,0.36,1.55,1.77,2.15,1.77,1.64,Walking
0.27,0.19,0.18,0.19,0.17,0.14,0.24,0.15,0.25,0.22,0.23,0.16,0.14,0.20,0.29,0,2.26,0.87,10.29,6.92,10.29,11.36,Walking
0.29,0.26,0.24,0.18,0.06,0.38,0.14,0.26,0.19,0.04,0.20,0.23,0.21,0.21,0.17,0,-3.27,-0.02,9.01,7.14,9.01,10.14,Walking
0.00,0.15,0.21,0.26,0.37,0.18,0.23,0.20,0.17,0.23,0.17,0.24,0.27,0.17,0.18,0,1.53,0.39,9.42,7.34,9.42,10.15,Walking
0.20,0.15,0.18,0.15,0.15,0.07,0.16,0.16,0.17,0.28,0.18,0.16,0.17,0.20,0.13,0,3.69,0.32,9.55,7,9.55,8.87,Walking
0.06,0.17,0.19,0.28,0.32,0.13,0.21,0.24,0.20,0.23,0.20,0.21,0.20,0.20,0.21,0,9.46,1.09,3.53,4.81,3.53,10.74,Walking
0.13,0.14,0.26,0.25,0.23,0.14,0.21,0.26,0.19,0.22,0.15,0.23,0.22,0.23,0.19,0,9.29,1.08,4.49,4.84,4.49,10.75,Walking
0.21,0.22,0.19,0.17,0.23,0.19,0.20,0.16,0.27,0.18,0.23,0.21,0.15,0.25,0.16,0,9.01,1.02,5.73,4.9,5.73,11.16,Walking
0.34,0.28,0.18,0.14,0.09,0.29,0.19,0.17,0.19,0.19,0.20,0.18,0.25,0.16,0.22,0,8.04,1.16,7.39,5.07,7.39,11.24,Walking
0.15,0.08,0.04,0.03,0.06,0.11,0.08,0.06,0.04,0.05,0.08,0.04,0.07,0.05,0.12,0,2.33,0.49,8.55,6.83,8.55,3.88,Walking
0.20,0.16,0.18,0.23,0.26,0.13,0.14,0.22,0.26,0.26,0.32,0.17,0.14,0.13,0.25,0,-0.96,0.69,9.27,5.94,9.27,9.29,Walking
0.17,0.19,0.23,0.20,0.24,0.24,0.17,0.23,0.19,0.20,0.17,0.22,0.22,0.22,0.20,0,-2.88,0.78,9.15,6.45,9.15,9.24,Walking
0.24,0.23,0.18,0.19,0.17,0.25,0.24,0.15,0.19,0.21,0.17,0.22,0.21,0.24,0.18,0,-3.34,0.95,10.38,6.49,10.38,10.48,Walking
0.12,0.19,0.16,0.12,0.10,0.12,0.21,0.14,0.11,0.10,0.07,0.14,0.17,0.18,0.11,0,-2.18,0.79,9.64,5.59,9.64,6.36,Walking
0.26,0.12,0.11,0.15,0.36,0.32,0.18,0.17,0.20,0.15,0.16,0.18,0.23,0.25,0.20,0,6.96,1.25,6.61,6,6.61,10.94,Walking
0.19,0.24,0.25,0.21,0.13,0.14,0.20,0.24,0.23,0.21,0.23,0.22,0.19,0.17,0.20,0,9.23,1.22,3.79,5.11,3.79,10.82,Walking
0.19,0.23,0.22,0.24,0.14,0.17,0.23,0.20,0.19,0.22,0.16,0.23,0.23,0.20,0.21,0,9.02,1.12,3.53,5.18,3.53,10.33,Walking
0.13,0.19,0.23,0.18,0.16,0.16,0.19,0.17,0.17,0.22,0.23,0.18,0.15,0.15,0.19,0,8.25,0.92,3.57,5.32,3.57,9.84,Walking
0.44,0.20,0.19,0.06,0.13,0.21,0.00,0.21,0.19,0.40,0.10,0.02,0.04,0.15,0.69,0,9.32,1.23,3.13,0.21,3.13,9.91,Sitting
0.29,0.28,0.34,0.04,0.07,0.14,0.00,0.24,0.33,0.30,0.03,0.01,0.06,0.35,0.57,0,9.3,1.21,3.16,0.07,3.16,9.9,Sitting
0.41,0.15,0.24,0.09,0.14,0.22,0.00,0.18,0.23,0.38,0.04,0.07,0.05,0.45,0.41,0,9.31,1.19,3.16,0.09,3.16,9.9,Sitting
0.16,0.14,0.39,0.17,0.17,0.18,0.00,0.20,0.34,0.29,0.05,0.08,0.21,0.52,0.16,0,9.3,1.15,3.21,0.08,3.21,9.9,Sitting
0.23,0.10,0.24,0.16,0.29,0.21,0.00,0.19,0.24,0.37,0.28,0.05,0.14,0.32,0.23,0,9.3,1.12,3.23,0.09,3.23,9.91,Sitting
0.11,0.06,0.24,0.13,0.46,0.23,0.00,0.27,0.26,0.24,0.25,0.14,0.21,0.29,0.12,0,9.29,1.11,3.28,0.12,3.28,9.92,Sitting
0.03,0.01,0.19,0.30,0.48,0.15,0.00,0.33,0.35,0.19,0.18,0.34,0.27,0.19,0.03,0,9.29,1.1,3.28,0.07,3.28,9.92,Sitting
0.04,0.02,0.16,0.23,0.57,0.14,0.00,0.33,0.31,0.23,0.39,0.29,0.18,0.15,0.02,0,9.3,1.07,3.29,0.06,3.29,9.92,Sitting
0.15,0.14,0.39,0.17,0.17,0.20,0.00,0.28,0.30,0.24,0.16,0.22,0.23,0.33,0.07,0,9.29,1.11,3.21,0.07,3.21,9.89,Sitting
0.09,0.10,0.51,0.19,0.14,0.13,0.00,0.36,0.31,0.21,0.16,0.22,0.35,0.25,0.04,0,9.29,1.11,3.21,0.06,3.21,9.89,Sitting
0.01,0.02,0.26,0.14,0.07,0.05,0.00,0.14,0.21,0.09,0.07,0.12,0.16,0.13,0.01,0,4.37,0.52,3.23,4.93,3.23,4.65,Sitting
0.15,0.07,0.19,0.21,0.40,0.24,0.25,0.17,0.13,0.24,0.44,0.21,0.16,0.08,0.13,0,9.9,-1.45,1.18,0.33,1.18,10.09,Standing
0.16,0.13,0.15,0.21,0.37,0.23,0.20,0.21,0.11,0.27,0.30,0.22,0.24,0.08,0.18,0,9.91,-1.35,1.05,0.27,1.05,10.06,Standing
0.12,0.11,0.17,0.29,0.33,0.26,0.21,0.14,0.15,0.27,0.23,0.24,0.20,0.12,0.24,0,9.91,-1.3,0.89,0.21,0.89,10.04,Standing
0.10,0.11,0.22,0.34,0.26,0.20,0.25,0.18,0.15,0.25,0.13,0.22,0.26,0.24,0.17,0,9.91,-1.26,0.85,0.19,0.85,10.03,Standing
0.35,0.27,0.23,0.16,0.02,0.06,0.23,0.33,0.26,0.14,0.05,0.17,0.30,0.28,0.22,0,9.93,-1.18,0.5,0.13,0.5,10.01,Standing
0.29,0.28,0.23,0.10,0.13,0.08,0.20,0.30,0.24,0.21,0.06,0.12,0.23,0.29,0.33,0,9.94,-1.15,0.62,0.14,0.62,10.03,Standing
0.24,0.27,0.25,0.13,0.12,0.16,0.20,0.16,0.23,0.26,0.08,0.14,0.21,0.24,0.35,0,9.93,-1.15,0.63,0.19,0.63,10.02,Standing
0.08,0.06,0.11,0.08,0.09,0.09,0.11,0.05,0.08,0.10,0.07,0.13,0.07,0.04,0.13,0,4.01,-0.5,0.74,5.9,0.74,4.06,Standing
0.25,0.23,0.19,0.19,0.16,0.20,0.19,0.24,0.20,0.19,0.23,0.31,0.22,0.11,0.16,0,9.8,0.09,2.55,3.43,2.55,10.51,Walking
0.21,0.24,0.19,0.22,0.16,0.21,0.22,0.15,0.22,0.23,0.24,0.22,0.22,0.18,0.17,0,9.97,0.27,2.43,3.89,2.43,10.74,Walking
0.22,0.22,0.17,0.25,0.18,0.24,0.20,0.15,0.19,0.25,0.30,0.20,0.21,0.15,0.17,0,9.93,0.16,2.48,3.9,2.48,10.74,Walking
0.22,0.21,0.19,0.25,0.17,0.21,0.24,0.14,0.21,0.23,0.27,0.21,0.18,0.19,0.18,0,9.86,0.34,2.4,3.85,2.4,10.63,Walking
0.23,0.21,0.20,0.16,0.22,0.23,0.19,0.19,0.20,0.21,0.26,0.18,0.19,0.18,0.22,0,9.93,0.35,2.54,3.84,2.54,10.82,Walking
0.22,0.21,0.21,0.19,0.21,0.23,0.19,0.19,0.18,0.21,0.26,0.21,0.19,0.17,0.18,0,9.98,0.19,2.41,3.83,2.41,10.74,Walking
0.23,0.21,0.19,0.20,0.20,0.22,0.20,0.16,0.19,0.25,0.25,0.23,0.20,0.17,0.17,0,9.88,0.34,2.45,3.79,2.45,10.62,Walking
0.23,0.19,0.20,0.20,0.19,0.19,0.22,0.18,0.20,0.23,0.23,0.21,0.19,0.21,0.18,0,9.95,0.48,2.59,3.71,2.59,10.79,Walking
0.23,0.21,0.20,0.19,0.19,0.19,0.24,0.16,0.25,0.19,0.20,0.19,0.29,0.14,0.21,0,9.92,0.43,2.54,3.5,2.54,10.7,Walking
0.17,0.29,0.20,0.18,0.19,0.19,0.23,0.21,0.23,0.17,0.18,0.23,0.21,0.21,0.19,0,9.86,0.49,2.27,3.24,2.27,10.56,Walking
0.20,0.28,0.20,0.16,0.19,0.18,0.21,0.21,0.22,0.21,0.17,0.18,0.28,0.21,0.19,0,9.86,0.65,2.52,3.53,2.52,10.62,Walking
0.23,0.21,0.18,0.19,0.22,0.21,0.21,0.19,0.20,0.20,0.24,0.19,0.18,0.22,0.21,0,9.77,0.49,2.52,3.67,2.52,10.57,Walking
0.21,0.24,0.18,0.16,0.23,0.22,0.17,0.18,0.23,0.22,0.18,0.22,0.25,0.17,0.20,0,9.98,0.56,2.58,3.48,2.58,10.85,Walking
0.22,0.18,0.21,0.17,0.25,0.23,0.19,0.18,0.21,0.23,0.21,0.19,0.19,0.23,0.21,0,9.83,0.6,2.49,3.79,2.49,10.64,Walking
0.20,0.18,0.18,0.24,0.21,0.22,0.20,0.16,0.24,0.19,0.22,0.19,0.23,0.19,0.19,0,9.82,0.33,2.42,3.68,2.42,10.56,Walking
0.18,0.19,0.21,0.23,0.22,0.22,0.18,0.20,0.20,0.23,0.19,0.23,0.19,0.22,0.20,0,9.98,0.55,2.4,3.83,2.4,10.79,Walking
0.19,0.19,0.21,0.19,0.24,0.20,0.20,0.20,0.21,0.21,0.20,0.21,0.20,0.20,0.23,0,9.9,0.61,2.51,3.6,2.51,10.72,Walking
0.20,0.18,0.24,0.16,0.24,0.21,0.18,0.19,0.22,0.22,0.20,0.19,0.22,0.21,0.21,0,9.9,0.5,2.57,3.56,2.57,10.72,Walking
0.20,0.19,0.18,0.25,0.19,0.20,0.22,0.19,0.21,0.21,0.20,0.20,0.19,0.25,0.19,0,9.95,0.52,2.46,3.55,2.46,10.74,Walking
0.18,0.23,0.18,0.22,0.22,0.22,0.18,0.19,0.25,0.18,0.18,0.20,0.24,0.20,0.19,0,9.84,0.66,2.38,3.59,2.38,10.67,Walking
